台灣頻道,#genre#
三立戲劇,https://z3.ubtvfans.com/live/rx3/2819/c5ba8ef7f3de5ffec149bc5971631217/index.m3u8
龍華偶像,https://z3.ubtvfans.com/live/rx1/385/6893c00017254515f9e83206ed603dac/index.m3u8
霹靂臺灣,https://z3.ubtvfans.com/live/rx2/1339/ad14e3e3f16d2ab0c67eaf809481453d/index.m3u8
美亞電影,https://z3.ubtvfans.com/live/rx2/375/32545f856489cb883e0e85b8d6e21b50/index.m3u8
HBOSignature,https://z3.ubtvfans.com/live/rx3/329/01e79f6115bb965722f57ca462ccb630/index.m3u8
HBOSignature,https://z3.ubtvfans.com/live/rx1/2824/385106809d143cc9aa2735ad6699deb3/index.m3u8
HBO Hits,https://z3.ubtvfans.com/live/rx3/330/7feaa1c800fb4947773167db6794014e/index.m3u8
采昌影劇,https://z3.ubtvfans.com/live/rx6/2804/b85cad3ca2e1a68ca39bb47d67afa2c3/index.m3u8
影迷數位電影,https://z3.ubtvfans.com/live/rx6/2800/6f0115a5ee27c4d6024d04033790e8d2/index.m3u8
龍華戲劇,https://z3.ubtvfans.com/live/rx6/2796/7a6beb1ef6e9b9116e50f523f7dc918f/index.m3u8
龍華經典,https://z3.ubtvfans.com/live/rx6/100/382f6a8ecde4c0a065d677d355ec9f2d/index.m3u8
龍翔時代,https://z3.ubtvfans.com/live/rx6/373/1211fae2ba7ce9108a5f0c0df696ab4b/index.m3u8
AXN臺灣,https://z3.ubtvfans.com/live/rx3/2816/cc973cab302f70f4f4b00827113d7cc0/index.m3u8
天映經典,https://z3.ubtvfans.com/live/rx5/2289/c6b268f6f9f471bef0e26557fa1ac682/index.m3u8
AXN亞洲,https://z3.ubtvfans.com/live/rx6/1066/25d6775814d991070c373cb5e7254340/index.m3u8
Trill恐怖電影,https://z3.ubtvfans.com/live/rx6/18/13cd3989fded34c1189c198e9d9d4e99/index.m3u8
龍華電影,https://z3.ubtvfans.com/live/rx3/311/f7ad675408123b4b541b47b21d1c00b6/index.m3u8
華納電影,https://z3.ubtvfans.com/live/rx3/83/98960122595644b31722c56423008543/index.m3u8
龍華洋片,https://z3.ubtvfans.com/live/rx3/341/db19a98605505429d4decb9328437ecb/index.m3u8
Eleven Sport 1,https://z3.ubtvfans.com/live/rx3/3496/15142a6a93478934a99b2e846ca71967/index.m3u8
Eleven Sport 1,https://z3.ubtvfans.com/live/rx1/3224/3c39e3f1cd4756c4bcc59cb3b492251a/index.m3u8
Eleven Sport 2,https://z3.ubtvfans.com/live/rx3/301/cfd11bbe2c2a7472b53a639377148a15/index.m3u8
Eleven Sport 2（備）,https://z3.ubtvfans.com/live/rx2/3482/bb0a8e111b0857e0508df8dfe4a537e9/index.m3u8
Z頻道,https://z3.ubtvfans.com/live/rx3/1130/60f8781c69c873997b5fbd27b5b8ceb2/index.m3u8
博斯無限,https://z3.ubtvfans.com/live/rx6/2797/4cb17d82f4c67ca86c2f6e12de19317c/index.m3u8
博斯無限2,https://z3.ubtvfans.com/live/rx3/426/4def3ac7fd73c38f7d7bade4c1d2b89d/index.m3u8
博斯無限2,https://z3.ubtvfans.com/live/rx3/2798/7d1e878616783f9d6823909dab06c95a/index.m3u8
博斯運動1,https://z3.ubtvfans.com/live/rx3/379/0cb407c53b7fbc6b12b8d2eb8e72bbaa/index.m3u8
博斯運動2,https://z3.ubtvfans.com/live/rx3/380/f4e21159a155276b921ba3c252c3f4e2/index.m3u8
亞洲旅遊,https://z3.ubtvfans.com/live/rx3/2299/0b15d0224284ac65bf5e144de829384e/index.m3u8
探索頻道,https://z3.ubtvfans.com/live/rx3/2817/f14914cf9bc42270aded58cd56f02d8c/index.m3u8
動物星球,https://z3.ubtvfans.com/live/rx3/367/d2acf371949e8c13d92316cf81625bfd/index.m3u8
探索亞洲,https://z3.ubtvfans.com/live/rx3/306/ad21499f25b3f4bfbe62fb439cbd3a57/index.m3u8
探索科學,https://z3.ubtvfans.com/live/rx6/343/e40c9b745506f250ea2cde9645e7389f/index.m3u8
TaiwanPlus,https://z3.ubtvfans.com/live/rx4/327/5c7d7b7ee1caea5c224d2d9db8959508/index.m3u8
視納華仁紀實,https://z3.ubtvfans.com/live/rx1/91/5f5a81fcaab01cb8def6c948247dcd6e/index.m3u8
美食星球,https://z3.ubtvfans.com/live/rx3/3073/432623afd7857044ae39fc57c970f86d/index.m3u8
美食星球,https://z3.ubtvfans.com/live/rx3/1360/7d1beaed39b1ce6126bc82ef9dd93252/index.m3u8
EYE旅遊,https://z3.ubtvfans.com/live/rx3/1494/488f22b06cd5d9cdecc58c191d163a35/index.m3u8
Globetrotter（MOD）,https://z3.ubtvfans.com/live/rx6/3259/defc5ec606b2e4d698d0af6c69985528/index.m3u8
MOMO親子,https://z3.ubtvfans.com/live/rx3/2767/07966a57230c871763d6ec4438b25f7b/index.m3u8
東森幼幼,https://z3.ubtvfans.com/live/rx3/371/e10d86ded39be7efb99ec1c2df83e115/index.m3u8
東森幼幼,https://z3.ubtvfans.com/live/rx3/2771/2dba34e3c64e70b6c3eda429ede8676a/index.m3u8
CN卡通,https://z3.ubtvfans.com/live/rx6/107/04ed9b980819aa0ed59947b314e2b3c0/index.m3u8
靖天卡通,https://z3.ubtvfans.com/live/rx2/344/8fca89480032583239a795e0ecb06e67/index.m3u8
大愛一臺,https://z3.ubtvfans.com/live/rx1/11/ed04439f1a75fde9dc72908b6d926016/index.m3u8
港澳頻道,#genre#
TVB明珠,https://z3.ubtvfans.com/live/rx3/2437/3932585f7a20a1e8262c3917d8180e7d/index.m3u8
TVB plus,https://z3.ubtvfans.com/live/rx3/394/6ca77065bd3abbf5fabd7986c33c2f3c/index.m3u8
ViuTV,https://z3.ubtvfans.com/live/rx3/72/dbc228a85e7d1985d5b62dbc3ef8de53/index.m3u8
TVB_POPC,https://z3.ubtvfans.com/live/rx3/2818/5b30b8dcda7a71491b6f1120e763db04/index.m3u8
TVB J2,https://z3.ubtvfans.com/live/rx3/392/f181e9b5beacce70822ecd56f2ff3a60/index.m3u8
NOWTV,https://z3.ubtvfans.com/live/rx3/1246/5d8c6aa14512f4a1a40da82c807994f5/index.m3u8
鳳凰香港,https://z3.ubtvfans.com/live/rx6/2810/fa5428f7c8c4ff5954aa2255b6c34ec0/index.m3u8
鳳凰衛視,https://z3.ubtvfans.com/live/rx3/2291/82ecf11a84cb6ee2b45d17c246a485e8/index.m3u8
鳳凰衛視,https://z3.ubtvfans.com/live/rx6/2812/5d073f01bf95c9552dc7fd83292b7b96/index.m3u8
鳳凰资讯,https://z3.ubtvfans.com/live/rx3/2811/8c86e665e47a0d2cd979f5b2be9800f2/index.m3u8
鳳凰资讯,https://z3.ubtvfans.com/live/rx3/2292/9548d926093d5eb28078a29f44c8eed1/index.m3u8
星空衛視,https://z3.ubtvfans.com/live/rx6/56/1a6a5db042c89755b409451635f5adca/index.m3u8
HOY,https://z3.ubtvfans.com/live/rx3/401/58ee880215564009acf6fc972ef185cc/index.m3u8
HOY,https://z3.ubtvfans.com/live/rx3/3267/64987965fe7eba71d4ec6994900c2a94/index.m3u8
HKIBC,https://z3.ubtvfans.com/live/rx6/354/39f9390f46c605e20dd71a5fd103d3ac/index.m3u8
HKIBC,https://z3.ubtvfans.com/live/rx6/3269/463a564a81cb3e7de5350a3ca603b77f/index.m3u8
廣東珠江,https://z3.ubtvfans.com/live/rx3/1034/e1b8c18935d90c75e99f00088ed550e8/index.m3u8
18台,https://z3.ubtvfans.com/live/rx6/2813/10adbff6b7c8c269e5cf076543d9243a/index.m3u8
澳門蓮花,https://z3.ubtvfans.com/live/rx6/70/a21104e7a38ed1aefd5b051cab9edf14/index.m3u8
鳳凰電影,https://z3.ubtvfans.com/live/rx6/2814/78c207522c6cc1c40304651cf345c610/index.m3u8
Viutv 6,https://z3.ubtvfans.com/live/rx3/176/872d90d185e07149489461608fae23b0/index.m3u8
HOY國際財經台,https://z3.ubtvfans.com/live/rx1/381/2a0da6fd0f02363e2ecea62f048b573a/index.m3u8
TVB亞洲劇,https://z3.ubtvfans.com/live/rx6/1048/ba97f2529f5a142c6139f78eb3bb591c/index.m3u8
TVB粵語片,https://z3.ubtvfans.com/live/rx6/1589/6fbc837959aeea20a19efef16547bcb1/index.m3u8
TVB功夫台,https://z3.ubtvfans.com/live/rx6/168/0645b9a525f605f5522d0c4ad27d002b/index.m3u8
TVB1,https://z3.ubtvfans.com/live/rx6/1242/f6307c563430858b3a52b6537671a300/index.m3u8
TVB DRAMA,https://z3.ubtvfans.com/live/rx6/1243/28b0cad35a10ece34c76617cf1666f24/index.m3u8
TVBJ1,https://z3.ubtvfans.com/live/rx6/1244/9e33f54f11985bfef721c0c5b96bc693/index.m3u8
TVBE,https://z3.ubtvfans.com/live/rx6/1245/20b8e643079e2bfa2d636838eb364803/index.m3u8
新時代東部,https://z3.ubtvfans.com/live/rx3/1286/64d5dfd4d910a93a2e9fc33781990a29/index.m3u8
（時移）新時代西,https://z3.ubtvfans.com/live/rx3/1287/e4cb5f65549108452b651955a0cc56e5/index.m3u8
城市電視,https://z3.ubtvfans.com/live/rx3/3485/dac57871f0c1b6a923fd2d3423598627/index.m3u8
新時代2,https://z3.ubtvfans.com/live/rx3/1288/eed2696d74cb2b914723872dace84959/index.m3u8
KIX,https://z3.ubtvfans.com/live/rx1/430/dc13a812421dd4dd217217d10277c6e8/index.m3u8
新聞頻道,#genre#
HKIBC,https://z3.ubtvfans.com/live/rx6/354/39f9390f46c605e20dd71a5fd103d3ac/index.m3u8
東森新聞,https://z3.ubtvfans.com/live/rx6/1358/9b77f42618c2e10ec3f8e55f7b454462/index.m3u8
東森亞洲,https://z3.ubtvfans.com/live/rx6/3/1245e0316500bd33009f9df69d1a8706/index.m3u8
中天新聞,https://z3.ubtvfans.com/live/rx6/3493/1e405e47a549f089c44642bbc5e5d18b/index.m3u8
中天新聞,https://z3.ubtvfans.com/live/rx1/2394/e14e13fe1fcfa345653c1fbce781b705/index.m3u8
中天新聞-2,https://z3.ubtvfans.com/live/rx1/1294/2126fcca73ba2bd72d513c4252ca35bf/index.m3u8
民視新聞,https://z3.ubtvfans.com/live/rx6/3491/6924f5d87189a791447da7f85d589189/index.m3u8
民視新聞-2,https://z3.ubtvfans.com/live/rx1/2486/33367e38d0ea92226e66d269ac03250a/index.m3u8
TVBS新聞,https://z3.ubtvfans.com/live/rx1/2736/a9e0da19e80810bc21a903a4b9b02aa8/index.m3u8
TVBS新聞,https://z3.ubtvfans.com/live/rx3/2/5443815966ecbac9d62966e2b8ad67cc/index.m3u8
TVBS新聞,https://z3.ubtvfans.com/live/rx1/2490/54595060e2a2bed178cf189bcc9457e4/index.m3u8
東森財經,https://z3.ubtvfans.com/live/rx1/2487/22105604e8abe50ca3d0df3fad3b4f8b/index.m3u8
華視新聞,https://z3.ubtvfans.com/live/rx6/2424/2943dc77f58d457f3da645f8991427ca/index.m3u8
華視新聞,https://z3.ubtvfans.com/live/rx4/1171/a48f09be0bef9277ec710911335341fb/index.m3u8
三立iNEWS,https://z3.ubtvfans.com/live/rx2/6/366639847e3dcd21d4e1e6bef5ebcb15/index.m3u8
台視新聞,https://z3.ubtvfans.com/live/rx1/2493/ef640e41a51f964ad38f200f93ed2dc2/index.m3u8
中視新聞,https://z3.ubtvfans.com/live/rx6/3495/5bf174d1c1882f583909941cde68d72b/index.m3u8
中視新聞,https://z3.ubtvfans.com/live/rx1/2473/30f7eff8cac5c223e27421f58c1ce263/index.m3u8
寰宇新聞台灣,https://z3.ubtvfans.com/live/rx2/2401/4a3dc870d7f7693da9005b41bdf20f76/index.m3u8
寰宇新聞台灣,https://z3.ubtvfans.com/live/rx2/87/aae6ead7266fdf992e88a0d5bc236845/index.m3u8
寰宇新聞台灣,https://z3.ubtvfans.com/live/rx1/2470/347e7354d9096903b0912848abcbcb63/index.m3u8
寰宇新聞,https://z3.ubtvfans.com/live/rx4/304/5a95f66fe4111362ecf4559d22f8df85/index.m3u8
寰宇新聞,https://z3.ubtvfans.com/live/rx1/2481/429b8ffd6a7eedf6646c34cd02d08d7d/index.m3u8
寰宇財經,https://z3.ubtvfans.com/live/rx1/2469/81623c4b2e5542f4096177cc5b214387/index.m3u8
公視新聞,https://z3.ubtvfans.com/live/rx1/20/605dc9eef9ce2d98d2a856389f8d798f/index.m3u8
年代新聞,https://z3.ubtvfans.com/live/rx1/1099/cf9f14d277a1b94cb3d19cdd8095a9ed/index.m3u8
壹新聞,https://z3.ubtvfans.com/live/rx2/2777/12a7cea75470b6378c3dbdb8383c1450/index.m3u8
壹新聞-2,https://z3.ubtvfans.com/live/rx6/494/6e7c4ac54d85749437abf40a376a7654/index.m3u8
非凡直播,https://z3.ubtvfans.com/live/rx1/314/e08506d0495bd24ea643cab235d1db63/index.m3u8
非凡新聞,https://z3.ubtvfans.com/live/rx6/3236/aa262930fd295242e9e6d944e275c588/index.m3u8
非凡新聞,https://z3.ubtvfans.com/live/rx6/2795/8ac7fc0c413ba5ac1ebdf486bf4738a0/index.m3u8
台視財經,https://z3.ubtvfans.com/live/rx2/300/0f3236a090398c9b53a80a13820a755e/index.m3u8
運通財經,https://z3.ubtvfans.com/live/rx1/79/1c7fe844b3ed606bc38f99a4e7628d02/index.m3u8
SBN全球財經,https://z3.ubtvfans.com/live/rx4/1497/bf313d3683ebeac488eb6eb85bd63389/index.m3u8
鏡新聞mnews,https://z3.ubtvfans.com/live/rx4/463/80a9304802a037868d4de919d97fb946/index.m3u8
三立国際,https://z3.ubtvfans.com/live/rx1/2285/ec005f2a19f1c7aced6f9a050c2754cc/index.m3u8
DW德國之聲,https://z3.ubtvfans.com/live/rx1/1059/1eccd1ecfaef5a9a910953dba041167e/index.m3u8
FRANCE 24 English,https://z3.ubtvfans.com/live/rx5/2231/08d1598b47a199c783287ed4d0498d66/index.m3u8
新唐人亞太台,https://z3.ubtvfans.com/live/rx3/10/f7240af7b6bf444cf2eef555a6917dff/index.m3u8
Bloomberg Television,https://z3.ubtvfans.com/live/rx3/1046/1bc7ceacd168d2de08cd7fa14226ec25/index.m3u8
Al Jazeera,https://z3.ubtvfans.com/live/rx1/1144/effdb858dd18bcd968ff21b7ca3fd763/index.m3u8
Euronews English,https://z3.ubtvfans.com/live/rx1/2342/507daff5ffb50f1ef2d132a0d5365280/index.m3u8
NHK WORLD,https://z3.ubtvfans.com/live/rx1/1394/a7dcc0030e4f29f39078bf1cf921fea3/index.m3u8
United Nations,https://z3.ubtvfans.com/live/rx1/184/71342d0fa0118470abbe7133ef1f7a47/index.m3u8
Bloomberg Politics,https://z3.ubtvfans.com/live/rx1/1159/4e13f562e4fb9a95e6695ae3022a848f/index.m3u8
News World,https://z3.ubtvfans.com/live/rx2/1002/b2fcd8dfba1061a7714ee528c6d2f16b/index.m3u8
CBN News,https://z3.ubtvfans.com/live/rx4/499/775a978ddccceb6b0a87fd34fceb618f/index.m3u8
CGTN English,https://z3.ubtvfans.com/live/rx6/2362/0a1b19cfb05829accdebfd7f104189e1/index.m3u8
CGTN Documentary,https://z3.ubtvfans.com/live/rx6/2363/a1bab82e12d2002052943c071c3d7253/index.m3u8
CGTN Français,https://z3.ubtvfans.com/live/rx6/2364/7061f7a2fba59dc07c88b614d654cfd4/index.m3u8
NHK NEWS 7,https://z3.ubtvfans.com/live/rx1/3477/e4697d093cd6e9d72baa8b3115665f67/index.m3u8
GB News,https://z3.ubtvfans.com/live/rx5/77/da05d3cb906c477bb6549ebcb791a4df/index.m3u8
FRANCE 24,https://z3.ubtvfans.com/live/rx4/1042/2fceaeebc6dfd7884c9449793df94d7f/index.m3u8
Breaking News,https://z3.ubtvfans.com/live/rx1/1310/626502c97aecb30707a88bf66fcfcd8c/index.m3u8
TRT WORLD,https://z3.ubtvfans.com/live/rx4/1022/5b41bbf76ec7f873a3ddad2f5a1506b6/index.m3u8
影視頻道,#genre#
八大精彩,https://z3.ubtvfans.com/live/rx2/1024/9c5eb6efea98b18aa7a0e60cae1af719/index.m3u8
龍華日韓,https://z3.ubtvfans.com/live/rx6/382/e59cd60155cd4c123daa182ac90d28a9/index.m3u8
東森戲劇,https://z3.ubtvfans.com/live/rx3/2825/eec2dd784f03c15cdf2db483af05b5f9/index.m3u8
東森戲劇-備,https://z3.ubtvfans.com/live/rx2/321/dbdace36dcc63ff148ce48e6d4fada58/index.m3u8
八大戲劇,https://z3.ubtvfans.com/live/rx3/81/c259ad66779795d2f66ebe688e1035e7/index.m3u8
東森電影,https://z3.ubtvfans.com/live/rx3/350/28e7e8243ff5a037d9b663e5ab26dcbc/index.m3u8
東森電影,https://z3.ubtvfans.com/live/rx2/2720/07bf371493a74a8dc84672985e376e2d/index.m3u8
HBO HD,https://z3.ubtvfans.com/live/rx3/332/c4a20101a51e2b16ef4b22573386a769/index.m3u8
HBO HD,https://z3.ubtvfans.com/live/rx1/2823/8a2198921f121bda12a2d7c3d908bd29/index.m3u8
東森洋片,https://z3.ubtvfans.com/live/rx3/1128/e412ad109ce26751ff4b8a356909aa4c/index.m3u8
壹電影,https://z3.ubtvfans.com/live/rx6/2284/a29bcfcffdbe7fd36e9d244160559478/index.m3u8
好萊塢電影,https://z3.ubtvfans.com/live/rx3/37/90289b716063113abbb7bb0aa102af13/index.m3u8
愛爾達影劇,https://z3.ubtvfans.com/live/rx6/500/4a12fdbbb239bc99f820525343741f38/index.m3u8
CineMAX,https://z3.ubtvfans.com/live/rx1/346/e4ed29f1c90abbce77af020f4590c887/index.m3u8
緯來精彩,https://z3.ubtvfans.com/live/rx3/2280/e8764bb6dffd3b570d52ddcb9e20cc22/index.m3u8
EYE戲劇,https://z3.ubtvfans.com/live/rx2/191/241b77b7291d462c99305fdad18493f2/index.m3u8
三立戲劇,https://z3.ubtvfans.com/live/rx2/64/9c6a096456a1f5e5800da7acda61b39f/index.m3u8
三立戲劇,https://z3.ubtvfans.com/live/rx3/2819/c5ba8ef7f3de5ffec149bc5971631217/index.m3u8
龍華偶像,https://z3.ubtvfans.com/live/rx1/385/6893c00017254515f9e83206ed603dac/index.m3u8
霹靂臺灣,https://z3.ubtvfans.com/live/rx2/1339/ad14e3e3f16d2ab0c67eaf809481453d/index.m3u8
美亞電影,https://z3.ubtvfans.com/live/rx2/375/32545f856489cb883e0e85b8d6e21b50/index.m3u8
HBOSignature,https://z3.ubtvfans.com/live/rx3/329/01e79f6115bb965722f57ca462ccb630/index.m3u8
HBOSignature,https://z3.ubtvfans.com/live/rx1/2824/385106809d143cc9aa2735ad6699deb3/index.m3u8
